OBJECTID,INDEX_NO,REGION_NO,PORT_NAME,COUNTRY,LATITUDE,LONGITUDE,PUB,CHART,HARBORSIZE,HARBORTYPE,SHELTER,ENTRY_TIDE,ENTRYSWELL,ENTRY_ICE,ENTRYOTHER,OVERHD_LIM,CHAN_DEPTH,ANCH_DEPTH,CARGODEPTH,OIL_DEPTH,TIDE_RANGE,MAX_VESSEL,HOLDGROUND,TURN_BASIN,PORTOFENTR,US_REP,ETAMESSAGE,PILOT_REQD,PILOTAVAIL,LOC_ASSIST,PILOTADVSD,TUGSALVAGE,TUG_ASSIST,PRATIQUE,SSCC_CERT,QUAR_OTHER,COMM_PHONE,COMM_FAX,COMM_RADIO,COMM_VHF,COMM_AIR,COMM_RAIL,CARGOWHARF,CARGO_ANCH,CARGMDMOOR,CARBCHMOOR,CARICEMOOR,MED_FACIL,GARBAGE,DEGAUSS,DRTYBALLST,CRANEFIXED,CRANEMOBIL,CRANEFLOAT,LIFT_100_,LIFT50_100,LIFT_25_49,LIFT_0_24,LONGSHORE,ELECTRICAL,SERV_STEAM,NAV_EQUIP,ELECREPAIR,PROVISIONS,WATER,FUEL_OIL,DIESEL,DECKSUPPLY,ENG_SUPPLY,REPAIRCODE,DRYDOCK,RAILWAY,GlobalID,LAT,LON
2185,3150,3120,SACKETS HARBOR,US,43.95,-76.116667,CP06,14811,V,CN,E,N,N,N,N, ,P,P,A,M,0,M,Y,N,N, ,N,Y, , , ,N,N,Y,Y, ,Y, , , , ,Y,Y, , , , , , , ,N, , , , , , ,Y, ,Y, , , ,Y,Y,Y,Y,Y,Y,C, ,S,400a44fc-7ed1-4d32-be42-84cde4f4077c,43.9500000003998,-76.1166666667332
2186,3170,3120,OSWEGO,US,43.466667,-76.516667,CP06,14813,S,RN,E,N,N,Y,Y,N,M,M,M, ,0,M,Y,Y,Y, ,Y,Y, , , , , ,Y,Y, ,Y,Y,Y,Y,Y,Y,Y, , , , ,Y, , ,N, ,Y, , , , ,Y,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y,C, , ,8466307f-0a1e-4e51-9f2e-905ef2b2523e,43.4666666665335,-76.5166666668331
2187,2490,2270,MASSON,CA,45.533333,-75.416667,SCOR,CA1511,V,RN,E, , ,Y, , ,P,K,P, ,0, , , , , , , , , , , , , , , , , , , , ,Y,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8e75df8a-8f2a-4b22-9cf4-2340eeaa2843,45.533333332967,-75.4166666663335
2188,2510,2270,GATINEAU,CA,45.483333,-75.65,SCOR,CA1511,V,RN,E, , ,Y, , ,Q,P,P, ,0, , , , , , , , , , , , , , , , , , , , ,Y,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,df1f06fa-547b-4ef8-8461-14b7480fa1de,45.4833333330669,-75.6499999998001
2189,2520,2270,OTTAWA,CA,45.433333,-75.7,SCOR,CA1512,S,RN,E, , ,Y, , ,P,K,O, ,0, , , , , , , , , , , , , , , ,Y,Y,Y,Y,Y,Y,Y, , , , , , , , , , , , , , , , , , , , ,Y,Y, ,Y,Y,Y,B, , ,11c18ee2-3af1-4607-a443-406108973eb0,45.4333333331668,-75.6999999997002
2190,2530,2270,HULL,CA,45.433333,-75.7,SCOR,CA1511,V,RN,E, , ,Y, , ,P,P,O, ,0, , , , , , , , , , , , , , , , , , , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,c404cded-9177-4e41-a391-e4648370ad19,45.4333333331668,-75.6999999997002
2191,2550,2545,BEAUHARNOIS,CA,45.316667,-73.883333,C301,14204,V,LC,E, , ,Y, ,Y,O,H,O, ,0, , , , , , , , , , , , , , , , , , , , ,Y,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,135dae0c-38c6-42cb-bd18-ed37139c0e2e,45.3166666664335,-73.8833333336664
2192,2560,2545,COTEAU LANDING,CA,45.25,-74.2,C301,14202,V,LC,E, , ,Y, ,Y,O,O,O, ,0, , , , , , ,Y,Y, , , ,Y, , , , , , , , , ,Y, ,Y, , , , , , , , , , , , , , , , , , , , , , , , , ,M, ,e5589104-38b5-4157-a348-3ebd798db31e,45.2499999996003,-74.2
2193,2570,2545,ST ZOTIQUE,CA,45.25,-74.25,C301,14202,V,LC,E, , ,Y, , ,P,P,P, ,0, , , , , , , , , , , , , , , , , , , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,32d36c02-a8d5-4b61-82c0-28e0b860c8ba,45.2499999996003,-74.2499999999
2194,2590,2545,ST ANICET,CA,45.133333,-74.366667,C301,14201,V,RN,E, , ,Y, , ,P,O,P, ,0, , , , , , , , , , , , , , , , , , , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7a8edfc3-5e54-44b8-83dc-a399af4ad34a,45.1333333337664,-74.3666666666333
2195,2600,2545,SOUTH LANCASTER,CA,45.133333,-74.5,C301,14201,V,RN,E, , ,Y, , ,P,P,P, ,0, , , , , , , , , , , , , , , , , , , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,26c9dd0b-925c-456a-b53b-f4d5dd24a9bb,45.1333333337664,-74.5000000002997
2196,2620,2545,CORNWALL,CA,45.016667,-74.733333,C301,14201,V,LC,E, , ,Y, ,Y,L, ,L, ,0,M, ,Y,Y, ,Y,Y, , ,Y, ,Y,Y, , ,Y, , ,Y,Y,Y,Y, , , , , , , ,N, , , , , , , ,Y, , , , ,Y,Y,Y,Y, , ,B, , ,ca2d2560-dfae-41ea-b63f-5b02c50c3a47,45.0166666670331,-74.7333333337663
2197,2670,2545,CARDINAL,CA,44.783333,-75.383333,C301,14763,V,LC,E, , ,Y, , , , ,M, ,0, , , , , , ,Y, , , , , , , , , , , , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,d062de3c-b97e-42bf-8771-7bc6b266cdae,44.7833333335665,-75.3833333333666
2198,2680,2545,LOWER LAKES TERMINAL,CA,44.733333,-75.466667,C301,14764,S,RN,E, , , , , ,L,J,L, ,0, , , , , ,Y, ,Y, , , ,Y, , , , , , , , ,Y,Y, , , , , , , , , ,Y, , , , ,Y, , , , , , ,Y, , , , , ,L,S,6c610808-515e-47fc-86b5-5c326e9ebeb5,44.7333333336664,-75.4666666662336
2199,2700,2545,BROCKVILLE,CA,44.583333,-75.666667,C301,14764,V,CN,E, , , , , ,P,P,P, ,0, , , ,Y, , ,Y, , , , , ,Y, , , , , ,Y, ,Y,Y, , , , ,Y, , , , , , , , , , ,N, , , , ,Y,Y,Y,Y, , ,C, , ,7a98cf26-8525-4a36-8a33-1fc76bc119bc,44.5833333330669,-75.6666666667332
2200,2710,2545,ROCKPORT,CA,44.383333,-75.933333,C301,14765,V,RN,E, ,Y, , , ,O,J,O, ,0, , , , , , ,Y, , , , ,Y, , , , , , , , ,Y,Y, , , , , , , , , , , , , , , , , , , , ,Y,Y,Y,Y, , , , ,S,bedb72a3-9508-4dfa-84dd-100c17571cd2,44.3833333334666,-75.9333333331667
2201,2720,2545,GANANOQUE,CA,44.333333,-76.166667,C301,14774,V,RN,E, , ,Y, ,Y,O,M,N, ,0, , , , , , ,Y, , , , , ,Y, , , , , ,Y,Y,Y,Y, , , , , , , , , , , , , , , , , , , , ,Y,Y,Y,Y,Y,Y, , , ,180b3966-ac50-4192-8955-3dc9f2a0629d,44.3333333335665,-76.1666666666333
2202,2730,2545,WOLFE ISLAND,CA,44.2,-76.433333,C301,14768,V,RN,E, , ,Y, , ,P,P,P, ,0, , , , , , ,Y, , , , , , , , , , , , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0a6f261b-5e8c-445c-bf5f-b76fe43a0245,44.1999999999001,-76.4333333330669
2203,2740,2545,KINGSTON,CA,44.233333,-76.5,C301,14768,V,CN,E, , ,Y, , ,M,M,N, ,0,M,Y, ,Y, , ,Y, , ,Y,Y,Y,Y, , ,Y,Y,Y,Y,Y,Y,Y, , , , ,Y, , ,N,Y, , , , , ,Y,Y, , , , ,Y,Y,Y,Y,Y,Y,B,S,M,2740b707-2264-4874-b60a-df528d96ca2e,44.2333333337664,-76.4999999999
2204,2770,2750,OGDENSBURG,US,44.7,-75.5,CP06,14764,S,RN,E,N,N,N,N,Y,N,E,L, ,0, ,Y,Y,Y, ,Y,Y, , , ,N,Y,Y,Y, ,Y, , ,Y,Y,Y,Y, , , , ,Y, , ,N, ,Y, ,Y,Y,Y,Y,Y, , , , ,Y,Y,Y,Y,Y,Y,C,S,S,b100778f-233a-4f03-8e0a-a524be830de4,44.6999999998002,-75.5000000000999
2205,2790,2750,ALEXANDRIA BAY,US,44.333333,-75.916667,CP06,14772,V,RN,E,N,N,N,N,N,O,O,O, ,0,M, , ,Y, ,N,Y, , , ,N,N,Y,Y, ,Y, , , , , ,Y, , , , ,N, , ,N, , , , ,Y, , , , , , , ,Y,Y,Y,Y, , , , , ,b5208ec2-5238-4394-b114-4d0b737bfe81,44.3333333335665,-75.9166666662336
2206,2800,2750,CLAYTON,US,44.233333,-76.05,CP06,14774,V,RN,E,N,N,N,N,N,M,J,M, ,0,M, , ,Y, ,N,N,N, , ,N,N,Y,Y, ,Y, ,Y,Y, , ,Y, , , , ,N, , ,N,Y, , , ,Y,Y,Y, , , , ,Y,Y,Y,Y,Y,Y,Y,C, ,S,914ef660-c146-4e2a-abf0-a602ffd9796d,44.2333333337664,-76.0499999999
2207,2830,2820,MILLHAVEN,CA,44.2,-76.733333,C302,14802,V,CN,E,N,N,Y, , ,O,O,P, ,0, , , , , , ,Y, , , , , , , , , , , , , , ,Y, , , , , , , , , , , , , , ,Y,Y,Y, , , , , , , , , , , , ,7aba7beb-73bd-4bb3-8f79-13e45560ce4f,44.1999999999001,-76.7333333333666
2208,2880,2820,PICTON,CA,44.016667,-77.133333,C302,CA2006,V,CN,E,N,N,Y,Y,N,P,O,P, ,0,M, , ,Y,N, ,Y, , , ,N,N,Y,N, , , , , , ,Y,Y, , , , ,Y, , ,N, , , , , , , , ,Y, , , ,Y,Y,Y,Y, , , , , ,62558446-51c9-4c41-9a73-9edf35ddcc8a,44.0166666663336,-77.1333333334665
2209,2930,2820,BELLEVILLE,CA,44.15,-77.4,C302,CA2007,S,CN,E,N,N,Y,Y,Y,O,N,O,O,0,M, ,Y,Y,N, ,Y, , , ,N,Y,Y,N, , , , ,Y,Y,Y,Y, , , , ,Y, , ,N, , , , , , , ,N, , , , ,Y, ,Y,Y,Y,Y,C, ,S,7c409a7b-b38d-4989-83da-62794a51b537,44.15,-77.3999999999
2210,2940,2820,TRENTON,CA,44.1,-77.566667,C302,CA2069,S,RN,E,N,N,Y,Y,Y,O,O,Q,Q,0, , , ,Y,N, ,Y, , , , , ,Y,N, , , , , , ,Y,Y, , , , , , , ,N, , , , , , , , , , , , , ,Y, ,Y,Y,Y,C, ,S,ab979f06-8371-4270-a69c-8fe4d948b433,44.1000000001,-77.5666666665334
2211,2960,2820,COBOURG,CA,43.95,-78.166667,C302,CA2070,S,CB,E,N,N,Y,Y, ,O,M,O,P,0,M, , ,Y,Y, ,Y, , ,N,N, ,Y,N, , , , ,Y, ,Y,Y, , , , ,Y, , ,N, , , , , , , , , , , , ,Y, ,Y,Y, , ,C, , ,9cb20733-a4c5-4245-a833-8795d7e54642,43.9500000003998,-78.1666666662336
2212,2970,2820,PORT HOPE,CA,43.933333,-78.283333,C302,CA2053,S,CB,E,N,N,Y,Y, ,P,O,N, ,0,M, , ,Y,Y, ,Y, , ,N,Y, , , , , , ,Y,Y, ,Y,Y, , , , ,Y, , ,N, , , , , , , ,N,Y, , , ,Y,Y, , , , , , , ,ddd21c8b-30c4-4460-bab7-fa0c03abfe65,43.9333333334666,-78.2833333329669
2213,2980,2820,OSHAWA,CA,43.866667,-78.816667,C302,CA2050,S,CB,E,N,N,Y,Y, ,L,L,M, ,0,M, ,Y,Y,N, ,Y, , ,N,Y, ,Y,N, , ,Y,Y,N,Y,Y,Y, , , , ,Y, , ,N, ,Y, ,Y, ,Y, ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,C, , ,2fae6a3d-7900-4856-97ff-5bc710f38418,43.8666666666334,-78.8166666667332
2214,2990,2820,PORT WHITBY,CA,43.85,-78.933333,C302,CA2049,S,CB,E,N,N,Y,Y, ,P,O,M,Q,0,M, , ,N,N,Y,Y, , , ,Y,N,Y,N, , , , , , ,Y,Y, , , , , , , ,N,Y, , , , ,Y, , ,Y, , , ,Y,Y,Y, , , ,C,S, ,1db19cb6-fd11-4d51-9ae4-9db1b5a18a5b,43.8499999997003,-78.9333333334665
2215,3000,2820,TORONTO,CA,43.616667,-79.383333,C302,CA2085,M,CN,E,N,Y,Y,Y,Y,L,A,L,L,0,L, , ,Y,Y,Y,Y, , , , ,Y,Y,Y, ,Y,Y,Y,Y,Y,Y,Y, , , , ,Y, , ,N,Y, ,Y,Y,Y,Y, ,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y,B,S, ,7b419da6-928a-4e37-99fc-364738635428,43.6166666662337,-79.3833333334665
2216,3010,2820,PORT CREDIT,CA,43.55,-79.583333,C302,CA2070,V,CB,E,N,Y,Y,Y,N,P,M,L, ,0,L, , ,N,Y,Y,Y, , , ,Y,Y,Y,N, ,Y, , , ,Y,Y,Y, , , , ,Y, , ,N, , , , , ,Y, , , , , , ,Y,Y,Y,Y,Y,Y,C, ,S,6d4f1a3c-0961-453c-947b-7cefa756c36f,43.5500000002998,-79.5833333330668
2217,3015,2820,CLARKSON,CA,43.5,-79.6,C302,CA2070,V,OR,F,N,Y,Y,Y,N,M,J,M,M,0,L,N, ,N,N,Y,Y, , , ,Y,N, , , , , ,Y, ,Y, ,Y, , , , ,Y, , ,Y, , , , , , , , , , , , , , , , , , , , , ,d5378618-2c88-44c0-b7ea-4c30bbc21868,43.5000000003998,-79.6
2218,3020,2820,OAKVILLE,CA,43.433333,-79.666667,C302,CA2070,V,CB,E,N,N,Y,Y,Y,P,O,O,L,0,M, , ,Y,Y,Y,Y, , , , , ,Y, , ,Y, , , ,Y,Y,Y, , , , ,Y, , ,Y, , , , , , , ,N, , , , ,Y,Y,Y,Y, , ,C, , ,9de56032-adb3-44f4-bbd9-b6e3e07d6842,43.4333333335666,-79.6666666668332
2219,3030,2820,BRONTE,CA,43.4,-79.716667,C302,CA2070,V,CB,E,N,N,Y,Y,Y,P,O,O, ,0,M, , ,N,N,Y,Y, , , ,Y,N,Y,N, , , , , , , ,Y, , , , ,Y, , ,N, , ,Y, , ,Y, , ,Y, , , , ,Y,Y,Y,Y,Y,C, ,S,049b1184-e381-47af-8cae-fecc2ff84a53,43.3999999997003,-79.7166666667333
2220,3050,2820,HAMILTON,CA,43.25,-79.85,C302,CA2067,M,CN,E,N,N,Y,Y,Y,L,E,L,M,0,L,Y,Y,Y,Y,Y,Y, , , , ,Y,Y,Y, ,Y,Y,Y,Y,Y,Y,Y, , , , ,Y,Y, ,Y, ,Y,Y, ,Y, , ,Y, , ,Y,Y,Y,Y,Y,Y,Y,Y,A, ,S,f6c7edba-9358-4d33-93cd-f8059b10ed17,43.2500000000001,-79.8500000003997
2221,3060,2820,PORT DALHOUSIE,CA,43.216667,-79.266667,C302,14806,V,CB,E,N,N,Y,Y,N,N,O,O, ,0,M, , ,Y,N,Y,Y, , ,N, , ,Y, , ,Y,Y, , , , ,Y, , , , ,Y, , ,N, , , , , , , , , , , , ,Y,Y,Y,Y, , ,C,S,S,ee485529-25ee-4fbe-b3fc-8cc61fb25a28,43.2166666670331,-79.2666666667333
2222,3070,2820,PORT WELLER,CA,43.233333,-79.216667,C302,CA2042,S,RT,E,N,N,Y,Y,N,L,J,L,M,0,L,N,N,N,N,Y,Y, , ,Y, ,Y,Y, , ,Y,Y,Y,Y, ,Y,Y, , , , ,Y, , ,N,Y, , ,Y, , ,Y, , , ,Y,Y, , , ,Y, , ,A,L, ,70493645-15b0-4ad6-8e81-3b9274432bf6,43.2333333330669,-79.2166666668332
2223,3090,2820,WELLAND,CA,43.0,-79.25,C302,14820,S,LC,G,N,Y,Y,Y,Y,L, ,M,M,0,L,N,N,Y,N,Y,Y, , , ,Y,N,Y,N, , , ,Y,Y, ,Y,Y, , , , ,Y, , ,N, , , , , , , , , , , , , ,Y,Y,Y,Y, ,C, , ,76190a9a-93e8-40aa-b435-7c31dc9b957b,42.9999999996003,-79.2499999998001
2232,5510,5501,GASPE,CA,48.833333,-64.483333,145,14187,S,CN,G,N,N,Y,N,Y,B,M,K,L,2,L,Y, ,Y,N,N,N,N,Y,Y,N,Y,Y,Y, ,Y,Y,Y, ,Y,Y,Y, , , , ,Y, , ,N, , , , , , , ,Y,Y, , , ,Y,Y,Y,Y, , ,C,M, ,077b4572-95d4-4d40-bccc-45bde558b05f,48.8333333335665,-64.4833333335665
2233,2030,1930,RIMOUSKI,CA,48.45,-68.516667,145,BA312,S,RN,G,N,N,Y,Y,N,N,L,M,N,5,M,Y,Y,Y,N,Y,N,Y,N,Y, ,N,Y,Y, ,Y,Y,Y, ,Y,Y,Y, , , , ,Y, , ,N, ,Y, , , , , ,Y,Y, , , ,Y,Y,Y,Y, , ,C,S, ,198cbf70-4b1f-43f9-8e43-13c15c2b8b91,48.4500000003998,-68.5166666666333
2234,2130,1930,CHICOUTIMI (PORT SAGUENAY),CA,48.433333,-71.066667,145,14246,S,RN,G,Y,N,Y,Y,Y,N,A,H,L,5,M,Y,Y,Y, ,Y,Y,Y,N,Y,Y,Y,Y,N, , , ,Y,Y,Y, ,Y, ,Y, , ,Y, , ,N, ,Y, , , ,Y,Y,Y, , , , ,Y,Y,Y,Y,Y,Y,C,S, ,c6bfdbc4-fd66-412c-9d72-cac25fa4f0c5,48.4333333334666,-71.0666666669331
2235,2220,1930,SOREL,CA,46.05,-73.116667,145,14221,S,RN,G,N,N,Y,Y,Y,J,K,K, ,2,L,Y,Y,Y,N,Y,Y, ,Y,Y, ,Y,Y,Y, ,Y,Y,Y,Y,Y,Y,Y, ,Y, , ,Y,Y, ,N,Y,Y, ,Y, , ,Y,Y,Y, , , ,Y,Y,Y,Y,Y,Y,A,M,L,fa75dd25-bd88-4cd7-8740-338b2eedf704,46.0499999998002,-73.1166666664334
2249,6545,6070,CANAPORT (ST. JOHN),CA,45.2,-65.983333,145,14044,L,OR,G, , , , , ,A, , ,A,0,L,Y,Y, , ,Y,Y, , , , ,Y, , , , ,Y,Y, , , ,Y, , , , ,N, , , , , , , , , , , , , , , , ,Y,Y, , , , , , ,831f442a-caed-407c-b9b2-96e0a7391b46,45.1999999997003,-65.9833333332667
2250,6460,6070,YARMOUTH,CA,43.833333,-66.116667,145,14065,S,CN,E,Y,N,N,Y, ,K,B,M, ,4, ,Y,Y,Y,N,Y,N,Y, ,Y,N,Y,Y,Y, ,Y,Y,Y,Y,Y,Y,Y, , , , ,Y, , ,N,Y,Y, , , , ,Y,Y,Y, , , ,Y,Y,Y,Y,Y,Y,C, ,M,24a619e9-3303-4f52-bd66-ea5d81af679a,43.8333333336665,-66.1166666669331
2251,6410,6070,LIVERPOOL (BROOKLYN),CA,44.033333,-64.65,145,14081,S,CN,G,N,N,N,Y, ,L,H,L, ,2,M,Y,Y,Y,N,Y,N,Y, ,Y,N,Y,Y,Y, ,Y,Y, , , ,Y,Y, , , , ,Y, , ,N,Y,Y, , ,Y, ,Y,Y,Y, , , ,Y,Y,Y,Y,Y,Y,B, ,L,9bd2dbaf-07ff-4710-bfa2-78d42c0cb7d0,44.0333333332668,-64.6500000001998
2252,6110,6070,WHITEHAVEN HARBOR,CA,45.233333,-61.183333,145,14105,V,CN,G,N,N,Y,Y, ,J,H,O, ,2,M,Y, ,N,N,Y,N,N, , ,N,N,Y,Y, , ,Y, , , , ,Y, , , , , , , ,N, , , , , , , , , , , , , , , , , , , , , ,0a7a6597-2327-405f-86e0-8bb6c6e695b9,45.2333333335665,-61.1833333329669
2327,3092,2820,THOROLD,CA,43.083333,-79.716667,C302,14820,S,LC,G,N,N,N,Y,Y,L, ,L, ,0,L,N,N, , , ,Y, , , ,N,N,Y, , ,Y, ,Y, ,N, ,Y,Y, , , ,Y, , ,N, , , , , , , , , , ,Y,Y,Y,Y,Y,Y,Y,Y,C, , ,3da388c8-e5f3-406e-988b-3338c597e8fe,43.0833333333667,-79.7166666667333
2328,3095,2820,ST CATHERINE,CA,43.183333,-79.283333,C302,14820,V,LC,G,Y,N,N,Y,Y,K,K,M,M,0,L,Y, ,Y,N,Y,Y, , , ,N,N,Y, , ,Y, ,Y, ,Y, ,Y,Y, , , ,Y, , ,N, , , , , , , , , , ,Y,Y,Y,Y,Y,Y,Y,Y,C, , ,c0fc8b8e-93e3-478b-a0cf-79248d01adbc,43.1833333331668,-79.2833333336664
2329,3100,2820,NIAGARA,CA,43.25,-79.066667,C302,14816,V,RN,E,N,N,Y,Y,Y,N,H,K, ,0,M, , ,Y,N,Y,Y, , , ,N,N, , , , , , , , ,Y,Y, , , , , , , ,N, , ,Y, , , ,Y, , , , , , , , , , , , , , ,a8ca58b5-654c-4b89-ab2a-5a4d67e9aa43,43.2500000000001,-79.0666666662336
2330,3110,2820,QUEENSTON,CA,43.166667,-79.066667,C302,14816,V,RN,E,N,N,Y,Y,Y,M,L,O, ,0,M, , ,N,N,Y,Y, , , ,N,N, , , , , , , , , ,Y, , , , , , , ,N, , , , , , , , , , , , , , , , , , , , , ,c4c81c1f-eb8f-4eac-afe9-b7fbb5619175,43.1666666662337,-79.0666666662336
2331,3130,3120,CHAUMONT,US,44.066667,-76.133333,CP06,14811,V,CN,E,N,N,N,Y,Y,L,N,P, ,0,M,Y, ,N, ,N,Y, , , ,N,N,Y,Y, ,Y, , , , , ,Y, , , , , , , ,N, , , , , ,Y, , , , , , ,Y,Y,Y,Y,Y,Y,C, ,S,41e8511f-0d7e-450e-98bc-445a8f900478,44.0666666662337,-76.1333333336664
2332,2480,2270,CUMBERLAND,CA,45.516667,-75.4,SCOR,CA1511,V,RN,E, , ,Y, , ,P,P,P, ,0, , , , , , , , , , , , , , , , , , , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6dc4e847-6514-4295-99ef-8cd73b1ef655,45.5166666669332,-75.4000000002997
2333,1785,1780,GRAND BANK,CA,47.1,-55.75,146,14358,S,CB,P,N,N,N,Y,N,N,E,N, ,2,M,N,N,Y,N,N,N,Y,Y,Y, ,N,Y, , ,Y,Y,N,N,N, ,Y, , , , ,Y, , ,N, , , , , , , , , , , , ,Y,Y,Y,Y, , ,C, , ,d767fbad-8d9a-4d5a-9623-2c80ec5caf61,47.1000000003997,-55.7499999999999
2334,1795,1780,PORT AUX BASQUES,CA,47.566667,-59.133333,146,14327,S,CN,F,N,N,Y,Y,Y,E,G,L, ,2,M, , ,N,N,Y,N,Y, ,Y, ,Y,Y, , ,Y,Y,Y,Y, , ,Y, , , , ,Y, , ,N,Y, , , , , , , , , , , ,Y,Y,Y,Y,Y,Y,C, , ,e8cfc766-eb7e-4836-9b30-d7f716950e1c,47.5666666664335,-59.1333333334665
2335,1810,1800,STEPHENVILLE,CA,48.533333,-58.533333,146,14325,V,CB,F,N,N,N,Y,N,K, ,L,L,0,L,N,Y,N,N,Y,Y, , , , ,Y, ,Y, ,Y, ,Y,Y,Y, ,Y, , , , ,Y, , ,N, , , , , , , ,Y, , , , ,Y,Y,Y,Y, , ,C, , ,8f5782b6-2921-4b94-bbeb-6d84aeb8f334,48.5333333332668,-58.5333333337663
2336,1820,1800,ST GEORGE'S,CA,48.45,-58.45,146,14325,S,CN,G,N,N,Y,N,N,H,J,H, ,2,L,Y,N,N,N,Y,N,Y, , , ,N,Y,N, , ,Y, ,Y, ,Y,Y, , , , ,Y, , ,N, , , , , , , , , , , , , , , , , , , , , ,2b108757-18e4-4284-8e93-fd312748e80d,48.4500000003998,-58.4499999999999
2337,1830,1800,CORNER BROOK,CA,48.95,-57.95,146,14254,S,CN,G,N,N,Y,N,N,K,A,K,L,2,L,Y,Y,Y,N,Y,Y, , , ,N,N,Y,N, ,Y,Y,Y,Y,Y,Y,Y, , , , ,Y, , ,N,Y,Y, , , ,Y,Y, ,Y, , , ,Y,Y,Y,Y,N,N,C, , ,3194eb85-653f-495b-9ea9-6d441d34e490,48.9500000002998,-57.9500000000999
2338,1880,1871,BLANC SABLON,CA,51.416667,-57.133333,146,14415,V,RN,F,N,N,Y,Y,N,L,F,M, ,3,M, , , ,N,Y,N,Y, , ,N,N,Y,N, , ,Y, , , , ,Y, , , , , , , ,N, , , , , , , , , , , , , , , , , , , , , ,5bfff6fc-ebd9-4bdb-9347-7a34b3f66b32,51.4166666668332,-57.1333333329669
2339,1890,1871,HAVRE ST PIERRE,CA,50.233333,-63.6,145,14260,V,CN,G,N,N,Y,Y,N,L,H,L, ,2,M,Y, ,N,N,N,N,Y, , ,N,N,Y, , , ,Y,Y, , ,Y,Y, , , , ,Y, , ,N,Y, , , , , , , , , ,Y,Y,Y,Y, , , , ,C, , ,8fcd185c-c518-4ead-8e1f-c0f6828b7679,50.2333333334666,-63.5999999996002
2340,1957,1930,POINTE NOIRE,CA,50.166667,-66.483333,145,14263,S,RN,G,N,N,Y,Y,N,A,J,G, ,6,L,Y,Y,N,N,Y,Y, , , , ,N, ,N, , , , ,Y,Y,Y,Y, , , , ,Y, , ,N,Y,Y,Y, , , ,Y,Y, , , , ,Y,Y,Y,Y, , ,C, , ,e3b84ef6-e9e3-436b-aae0-4d3be6cbaf0e,50.1666666666334,-66.4833333331667
2341,1958,1930,PORT CARTIER,CA,50.033333,-66.783333,145,14264,V,RN,P,N,N,N,Y,N,F,C,G, ,0,L,Y,Y, ,N,Y,Y, , , , ,Y,Y,Y, , , ,Y,Y,Y,Y,Y,Y,Y, , ,Y, , ,N, , , , , , , , , , , , ,Y,N,Y,Y, , ,C, , ,b830bdae-42b3-4833-8011-5b55ec864f4a,50.033333332967,-66.7833333334665
2342,1990,1930,MATANE,CA,48.85,-67.533333,145,14240,V,RN,G,Y,N,Y,Y,N,L,K,K,K,4,M,Y,Y,N,N,N,N,Y, , ,N,N,N,Y, ,Y,Y,Y, ,Y,Y,Y, , , , ,Y, , ,N, ,Y, , , , , ,Y,Y, , , ,Y,Y,Y,Y,Y,Y,C, , ,26709413-5357-44d5-87e3-eaaee5e1f452,48.8499999996004,-67.5333333337663
2343,2015,1930,BAIE COMEAU,CA,49.233333,-68.133333,145,14264,S,RN,G,N,N,N,N,N,L,A,J, ,4,L, ,Y,Y,N,Y,N,Y, ,Y, ,Y, ,N, ,Y,Y, , ,Y, ,Y, ,Y, , ,Y, , ,N,Y,Y, , ,Y, ,Y,Y,Y, , , ,Y,Y,Y,Y,Y,Y,C, , ,3cff2181-76e8-49cb-900b-5aaee447410b,49.2333333336664,-68.1333333334665
2344,2100,1930,TADOUSSAC,CA,48.15,-69.716667,145,14244,S,RN,G,Y,N,Y,Y,N,L,H,M, ,11,M,Y,Y,N,N,N,N,N,Y, ,N,N,Y,Y, , , , , , , ,Y, , , , , , , ,N, , , , , , , , , , , , ,Y,Y,N,N, , , , , ,0b6011f3-02fe-4dc6-98c5-07ae7bf06786,48.1500000001,-69.7166666669331
2345,2110,1930,LA BAIE (PORT ALFRED),CA,48.333333,-70.883333,145,14245,S,RN,G,Y,N,Y,Y,N,K,A,J,K,6,L,Y, ,Y,N,Y,Y, ,N,Y, ,Y, ,N, ,Y,Y, ,Y, ,Y,Y,Y,Y, , ,Y, , ,N, , , , , , , ,Y, , , , ,Y,Y,Y,Y, , ,C, , ,9e28d9b6-3dbc-4724-b245-1ec8b5c80a4c,48.3333333336665,-70.8833333333666
